id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,noi_dung_binh_luan_processed,label
15168,1728,Hàng tới tay đóng gói cẩn thận chất lượng miễn chê,20/11/2023,12:44,5,100240016,cẩn_thận miễn chê,1
15169,1907,Rất hài lòng,18/07/2022,15:43,5,222600006,hài_lòng,1
15170,1911,"Mình dùng sau khi peel da, mặt bong tróc, rát, sưng. Dùng vài hôm kết hợp với mask smas, dưỡng centella thấy cực kì hài lòng luôn. Tuy giá cũng khá cao so với nhiều sản phẩm B5 nhưng kết quả ổn. Sẽ mua tiếp",23/05/2022,8:26,5,100210023,rát kết_hợp centella hài_lòng ổn tiếp,1
15171,130,"Dùng chắc đc 5 6 chai j r, do tui chỉ dùng kcn th nên thấy tẩy trang sạch mịn kh khô da, da tui mỏng nhạy cảm mà kh bị kích ứng hay j đâu nha giá v hợp lí qtr nên mua luôn nha",21/08/2023,11:30,5,205100146,chống thứ_tự sạch mịn mỏng không_bị_kích_ứng khô hợp_lí,1
15172,2251,Giá rẻ nên xài lâu mới thấy hiệu quả,17/03/2023,22:01,5,371600007,rẻ xài,1
15173,4113,Tẩy da chết cho body và mặt điều rất ổn và thơm,18/11/2023,17:05,5,422207812,chết ổn thơm,1
15174,2407,"đắp khô kg bị rết,cảm giác ti h chất thấm trọn vào da.Da ẩm mướt nhẹ,căng mịn,có thể skincare các bước típ theo",25/02/2023,21:26,4,422205164,đắp khô cảm_giác thấm trọn nhẹ căng skincare,1
15175,1210,kcn tốt shop than thiện giao hàng nhanh,14/06/2021,11:08,5,422215804,chống thiện,1
15176,740,"dùng hết 1 chai sạch mụn đầu đen luôn nha mn, đã dùng qua chai thứ 2",5/6/2024,16:17,5,422210957,sạch mụn đen,1
15177,2399,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",27/04/2023,16:10,5,308500018,dễ_dàng thoải_mái,1
15178,333,So với tầm giá 100k thì chai này phải cho 5 sao. Dùng chai hồng có cấp ẩm dù ghi cho da khô nhưng da dầu mụn như mình xài vẫn được có hoa hồng nhiều nên da mịn hẳn ra sạch nữa mình dùng xong rồi kem trị mụn có hiệu quả hơn mấy cái mụn cũng lặn đi chắc do da sạch thông thoáng nên dễ thấm kem nhưng mà da của ai dầu nhiều quá thì dùng loại xanh đậm nhé còn mình do giảm dầu nhiều rồi nên dùng loại hồng này.,26/06/2020,19:36,5,205100136,khô mụn xài mịn sạch trị hiệu_quả lặn đi sạch thông_thoáng thấm đậm,1
15179,1933,"Kem chống nắng kiềm dầu ,nâng tông tự nhiên",17/09/2021,12:26,5,249500028,chống nâng_tông,1
15180,1068,tẩy trang sạch nếu mkup nhẹ tầm 2 bông có mùi thơm nha mkup đậm thì tầm 3 4 bông,18/05/2023,9:23,5,422220606,sạch mkup nhẹ thơm mkup đậm,1
15181,1669,mình thuộc da dầu nhiều mụn. chất kem em này nhìn thì đặc nhưng thấm rất nhanh.mình dùng retinol kèm em này dưỡng ẩm phục hồi rất tốt. rất đáng để mua lại.,22/12/2021,8:41,5,318900005,đặc thấm kèm,1
15182,1157,Trộm vía sài em này hợp!! Sài xong thấy mát mịn mặt em này nếu mà ai đang tình trạng mụn xưng nhẹ thì sài ổn nha,30/05/2024,15:02,5,422216293,sài xưng nhẹ sài ổn,1
15183,1583,chắc mình bị lờn thuốc rồi hay sao í mà xài tuýp đầu thấy ok lắm qua tuýp 3 thì mụn lại lên ồ ạt,1/12/2023,22:41,4,422208181,lờn khô xài tuýp đồng_ý mụn,1
15184,1975,"thấm nhanh,nâng tông,sau khi thoa 2 tiếng có vón nhẹ,nên rửa sạch sau đó thoa lại,không chống nước,không bết,mùi thơm nhẹ,phù hợp với da trung bình,sau 1 tháng dùng không kích ứng,không rát.",12/5/2023,9:54,4,422203145,thấm nâng nhẹ rửa sạch không_chống không_bết thơm_nhẹ,1
15185,1342,"rất ok, da mượt và ko để lại vệt trắng",15/01/2021,14:24,5,331300023,mượt vệt trắng,1
15186,3404,Sản phẩm tốt đúng hàng chính hãng,10/9/2021,21:05,5,422203671,,1
15187,1551,"Sau khi sử dụng tầm 1 tuần thấy có hiệu quả thật nha, da mình trộm vía ít mụn nên chỉ cần bôi serum dưỡng xíu căng bóng mà còn mịn da dưỡng ẩm, ko bị đổ dầu lun, cũng xem review có khen có chê nhưng theo cá nhân mình nghĩ tùy da mỗi người thôi ạ, nên sử dụng thử để biết công dụng, mình sẽ quay lại ủng hộ tiếp.",22/06/2023,21:23,5,371600006,trộm_vía bôi căng mà_còn đổ chê tùy thử công_dụng ủng_hộ tiếp,1
15188,3406,Xài rất tốt nha. Mình ghiền mà muốn ngày nào cũng đắp luôn. Da đỡ mụn nhiều. Da Sáng hơn. Da mụn nên xài,17/07/2021,19:40,5,422204659,xài ghiền đắp đỡ mụn xài,1
15189,1178,"mua tại cửa hàng ở phan trung, mấy c nv dễ thương, kcn này k nâng tone, dễ tán, ok ổn",14/08/2022,8:41,5,249500013,dễ_thương chống không_nâng tán ổn,1
15190,2320,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",4/5/2023,16:51,5,308500009,dễ_dàng thoải_mái,1
15191,975,"cũng được, sản phẩm tạo ít bọt, da hhtd có nhạy cảm thì k bị kích ứng nma lên da cũng k có hiệu quả như quảng cáo, dầu cũng k giảm mấy, mụn thì vẫn lên nên xem em này như 1 sp làm sạch thui chứ đừng trông chờ nhiều, sẽ k mua lại, cá nhân mình thấy simple xanh lá dòng phổ biến kia dùng vẫn ổn hơn",4/4/2023,8:01,4,422214147,sản_phẩm hhtd không_bị_kích_ứng nma hiệu_quả không_giảm sạch trông_chờ không_lại đơn_giản ổn,1
15192,209,mk kuyeen ai da yếu hay chỉ dùng kem chống nắng thôi thì đừng nên mua loại này kích ứng da lắm,30/03/2022,19:47,1,205100146,kuyeen yếu khô chống kích_ứng,0
15193,2307,xài mặt nạ này giảm mụn OK lắm,23/10/2024,10:23,5,422205162,xài đồng_ý,1
15194,1067,"Tẩy trang chân ái, ko biết dùng bao nhiêu chai rồi. Tẩy sạch, ko bị lên mụn",21/05/2023,13:17,5,422204904,chân_ái sạch không_bị,1
15195,653,Sản phẩm chất lượng đáng để sử dụng,12/12/2023,10:02,5,422216594,chất_lượng,1
15196,1882,tạm ổn,25/02/2019,13:09,4,207300009,tạm ổn,1
15197,803,"rất thích cách phụ vụ bên HASAKI gói hàng cẩn thận, mua rất nhiều lần bên HASAKI rồi nhưng chưa lần nào để mk thấy thất vọng mua trên HASAKI giá hời nhưng hàng luôn luôn chính Hãng",11/9/2020,13:27,5,200400004,phụ_vụ gói cẩn_thận hời,1
15199,240,đóng goi hàg kĩ . hàg chất lượng nha,19/10/2021,10:19,5,205100137,đóng,1
15200,244,"Cực thích hợp cho da dầu nhạy cảm. Da mình đổ dầu nhiều, thử nhiều loại kem dưỡng nhưng cứ bị rít với ngr dậy bóng loáng cả mặt, mình dùng sp này mới 3 ngày mà thấy thích hợp hơn hằn, buổi sáng da mặt giảm dầu hơn hẳn. Mình sẽ dùng thời gian dài hơn và quay lại đánh giá tiếp.",5/8/2021,22:49,5,422209663,thích_hợp đổ thử rít ngr dậy bóng_loáng thích_hợp tiếp,1
15201,2683,bông mềm,15/02/2021,19:08,5,243300007,mềm,1
15202,692,"MÙI HƯƠNG DỄ CHỊU, LÀM MÁT NHANH, GIÁ THÀNH ỔN.",30/04/2023,16:23,5,422206537,ổn,1
15203,2057,"Xài thì cũng ok nhưng mau xuống tone lắm , mới thoa thì nâng tone nhẹ nhàng đẹp nhưng tầm 2 tiếng là thấy xuống tone rồi, mau trôi quá",13/05/2022,0:27,4,249500027,xài đồng_ý nâng đẹp trôi,1
15204,1150,Dùng ok,8/1/2023,0:02,5,200900037,,1
15205,395,"Hàng tới tay , đóng gói cẩn thận, chất lượng miễn chê",20/11/2023,18:47,5,100220035,cẩn_thận miễn chê,1
15206,2313,"Sử dụng dễ dàng , rất thoải mái , thư giãn tột độ",4/5/2023,20:58,5,422205162,dễ_dàng thoải_mái,1
15207,717,"Nước tẩy trang chất lượng, phù hợp với giá tiền , dùng thích",19/04/2023,16:55,5,100230064,tẩy,1
15208,269,"mình đã sài kcn này tuýt thứ 4 và mua tuýt thứ 3 ở Hasaki, nhưng không biết vì sao lần này sản phẩm có mùi nồng lắm, mùi hắc lên mũi, mình rất khó chịu khi bôi, mình có thể đưa đến chi nhánh q7 để nhân viên test mùi, không biết làm sao, chắc phải mua tuýt mới về so sánh, sợ dính hàng fake quá",20/07/2022,0:04,1,422203145,sài chống tuýt nồng hắc khó_chịu bôi test tuýt sánh_sợ dính giả_mạo,0
15209,2579,bông dùng kg bị tơi.ok,27/12/2023,11:56,5,207500007,,1
15210,117,"rất ưng mặt nạ này luôn í, mình hay bị mụn xưng to nhưng mỗi lần đắp xong thì xẹp đi hẳn, mình đang xài hộp thứ 2 và chuẩn bị mua đến hộp thứ 3",6/4/2021,23:17,5,422205162,ưng mặt_nạ í khô mụn xưng đắp xẹp đi xài,1
15211,35,"Sản phẩm dùng rất hiệu quả,cực kì phù hợp cho các bạn,giá thành oke nên mua nha",17/04/2023,13:48,5,100230057,hiệu_quả giá_thành,1
15212,2303,2,30/07/2017,7:53,5,204000059,,1
15213,3499,"Mình da dầu mụn nhạy cảm , đã xài qua nhiều loại srm nhưng chỉ duy nhất em này không làm mình thất vọng. Mình sử dụng nước tẩy trang laroche posay da nhạy cảm , xong xài srm này , nước cân bằng SVR , Megaduo . Da sẽ cải thiện lên nhiều",22/08/2022,14:22,5,225300001,mụn xài rửa không_làm laroche nhạy_cảm xài rửa cân_bằng cải_thiện,1
15214,1497,Combo thặc xịn xò,14/12/2019,3:38,5,204900128,xịn,1
15215,3579,"Đắp ok , giảm mụn với đắp xong da mịn hẵn",23/10/2024,8:36,5,358700005,đắp mụn đắp,1
15216,1131,"nhận đc hàng kèm qà tặng quá iu, kem dưỡng xài êm, đang mụn nên xài dễ gây bí lên mụn nhìu hơn",17/10/2024,13:50,5,422211240,kèm tặng dưỡng_xài êm mụn xài bí mụn,1
15217,1945,Tẩy da chết cho body và mặt điều rất ổn và thơm,17/11/2023,15:15,5,422207812,chết ổn thơm,1
15218,2334,":MÙI HƯƠNG DỄ CHỊU, LÀM MÁT NHANH, GIÁ THÀNH ỔN",2/5/2023,18:30,5,422206537,ổn,1
15219,1401,"Sản phẩm có mùi thơm dễ chịu, kem thấm nhanh. Sau khi thoa cảm giác da mịn ẩm.",2/5/2021,14:54,5,422207826,thơm dễ_chịu thấm,1
15220,3929,sản phẩm rất hợp với da khô,28/03/2024,14:32,5,422211119,hợp khô,1
15221,1867,sản phẩm rất chi là tốt nha,27/09/2021,21:42,5,224100009,,1
15222,1400,"Chưa xài ko biết sao, sx tại tq, tiếng trung vs thái trên bao bì nữa",7/7/2021,15:39,4,422220469,xài,1
15223,788,"Hàng chính hãng, có tem đàng hoàng luôn, mấy bạn da dầu hỗn hợp xài cx oki lắm á, chứ ko nhất thiết da nhạy cảm xài mới đc như hãng nói đâu nha!!.Cho 5 sao",17/06/2021,9:42,5,200400003,đàng_hoàng hỗn_hợp xài không_nhất_thiết,1
15224,2892,"Mình là tín đồ yêu thích các sản phẩm dưỡng trắng, hông hiểu sao chắc do đen từ nhỏ. Tìm được em này là mình coi được review trên youtube thấy chất kem với hiệu quả đúng ý với mình nên mua thử. Nói sơ về chút thông tin thì sản phẩm kem dưỡng này đến từ thương hiệu dược mỹ phẩm Angel's Liquid, khá nổi về mấy mảng làm trắng mà mình cũng đã từng dùng và review cho mọi người rồi. Xem ra mình cũng mua kha khá đồ của hãng này. Thì thành phần chính cũng tương tự như lọ serum sẽ là Glutathione, Niacinamide, Pure Vitamin C,... cho nên sẽ dưỡng trắng kiểu khỏe từ bên trong. Lý thuyết là vậy sau đây sẽ đến với cảm nhận của riêng mình về điểm thích và không thích ở sản phẩm. Điểm mình không thích có lẽ nằm ở mùi hương, kiểu vì không có hương liệu nên mùi không dễ chịu lắm nhưng cũng không phải không dùng được. Hên sao sau từ 2 phút thoa mùi bay hết. Gía tiền không dễ chịu với học sinh sinh viên, tuy nhiên thể tích khá bự nên dùng cũng không hao lắm. Xong đến cảm nhận khi dùng của mình thì mình thấy chất kem ổn, thấm nhanh, không gây nhờn rít hay bóng dầu, bề mặt da dễ chịu khô thoáng là một điểm cộng. Sau khi dùng xong từ 2-3 tuần thì mình thấy cảm nhận da mình khác biệt hẳn ở nhiều điểm: ít tiết dầu hơn, da sáng mịn có độ căng bóng nhè nhè tự nhiên, nói chung hiệu quả cũng ok phết đấy. Mình nghĩ đây là dòng kem dưỡng trắng không kén da, khá phù hợp vơi hầu hết các bạn mong muốn làm trắng sáng.",6/1/2021,16:46,5,358300001,yêu_thích trắng đen thử sơ thông_thiếc mỹ_phẩm nổi trắng khà thành_phần tương_tự dưỡng trắng không_thích không_thích nằm hên không_dễ_chịu bự không_hảo ổn thấm rít khô bề_mặt khô_thoáng cộng khác_biệt tiết_dầu căng nhè_nhè đồng_ý phết trắng vơi trắng,1
15225,1285,Tẩy tran sạch nhưng da hơi bị rát nhẹ,14/06/2021,20:02,4,422216603,trần sạch rát nhẹ,1
15226,358,undefined,28/05/2019,9:34,4,422211447,,1
15227,3036,Lành tính.,2/10/2020,16:01,5,343700002,,1
15228,3168,"Dòng mihoo thì ên dùng dòng bông tròn, siu êm, giá hơi cao xí thôi, nhưng để đi máy làm sạch da thì bông tròn Mihoo là best (theo ý kiến của mình ).",25/12/2020,11:55,5,237800007,ên tròn êm_giá đi sạch tròn,1
15229,3476,Rất ok mà mình nghèo quá nên thôi canh sale r mua lại,21/05/2021,7:45,5,343100029,đồng_ý nghèo giảm_giá,1
15230,1237,"Bông viền may chắc, mỏng hơn ceiba xíu, thấm tinh chất sản phẩm lắm nên ko tốn nhiều với mình ngửi bông thì thấy mùi nó kì kì ngửi lại ceiba thì ko mùi mà cũng ko ảnh hưởng lắm:))",6/9/2023,0:55,5,422212333,mỏng sản_phẩm không_tốn ngửi kì_kì ngửi ceiba không_mùi không_ảnh_hưởng,1
15231,2156,"giá rẻ mk dùng khá êm, mình thích cái mùi dịu nhẹ của e này cực",9/11/2022,16:44,5,211300002,rẻ êm_mình dịu nhẹ cực,1
15232,2643,đây là loại bông tẩy trang mình thích nhất từ tr đến g. vừa nhiều vừa rẻ vừa chất lượng.bông mềm k dày k mỏng. xài rất thích. bạn nào tẩy trang đậm thì nên chọn loại khác. mấy b nên thử mua 1 lần bao ghiền,28/06/2022,20:53,5,422203300,rẻ chất_lượng mềm xài tẩy đậm thử ghiền,1
15233,1768,Sử dụng kem dưỡng ẩm nào mới phù hợp ạ,10/8/2021,19:14,5,100220035,,1
15234,3612,"mình đã mua 2 hũ. chồi ôi có 38k mà dùng thích lắm luôn. các bạn dùng vào buổi tối trước khi ngủ bôi 1 lớp dày, sáng ra chỉ cần rửa sạch tẩy da chết cho môi luôn. rẻ mà chất lượng thích lắm",23/04/2020,13:18,5,225200013,hũ ngủ bôi dày rửa chết rẻ chất_lượng,1
15235,3647,Mùi dễ chịu .sạch mụn,28/11/2023,10:06,5,100220037,sạch,1
15236,3663,Ổn,5/1/2022,17:34,5,100220037,ổn,1
15237,3274,"mình da thiên dầu dùng retinol (vàng) + arbutin (trắng) suốt 2 tháng, chất mask dày dặn, nhiều dưỡng chất, da có căng mịn và sáng hơn thật, theo mình retinol cấp ẩm,kiềm dầu tốt hơn arbutin, cả 2 không gây kích ứng, lên mụn, nhưng cũng ko giảm mụn cũ (trc khi dùng mask). giá rẻ, chất lượng ok, mn nên thử :3",31/05/2023,1:05,5,422209634,thiên_dầu arbutin dày_dặn căng retinol không_giảm cũ rẻ chất_lượng thử,1
15238,1369,hàng giả mọi người đừng mua không liên hệ được với bên bán hàng luôn nhắn tin không rep không trả lời,12/9/2024,11:37,1,422200305,giả không_liên_hệ nhắn_thiếc không_trả,0
15239,2344,"***HƯƠNG DỄ CHỊU, LÀM MÁT NHANH, GIÁ THÀNH ỔN",1/5/2023,19:54,5,204100054,dễ_chịu ổn,1
15240,1592,có mụn ẩn ở vùng trán và vài nốt mụn viêm ở trán và 2 bên má + mụn thâm thì nên dùng bản plus hay bản thường tốt hơn ạ,21/02/2023,22:00,5,327500002,mụn thâm khô,1
15241,3769,"Da căng mịn, cấp ẩm tốt, thoáng k gây nhờn rít . Eu mãi đỉnh",16/01/2024,15:11,5,204100070,căng mịn thoáng không_gây rít,1
15242,2107,"mình sử dụng được gần 1 tháng. chỉ sử dụng vào ban đêm. từ khi sử dụng sản phẩm mình thấy da mịn, lỗ chân lông thu nhỏ. chỉ có kem thấm hơi lâu.",26/02/2021,20:08,5,318900002,cấm sản_phẩm mịn,1
15243,1871,"rẻ nhưng xài cũng ok, tuy nhiên có miếng dày có miếng mỏng, lâu lâu hay để lại sớ bông trên mặt",19/10/2020,23:44,5,422203776,rẻ xài dày khô,1
15244,2938,Đã mua hàng. Shop giao rất nhanh. Mặt nạ dùng rất ưng ý. Mình đã thử mua nhiều loại và mỗi loại đều có công dụng riêng,24/04/2024,15:26,5,365000017,ưng_ý thử,1
15245,2690,"cấp ẩm là tác dụng rõ rệt nhất mình thấy, có thu nhỏ lỗ chân lông nhé mn. giảm kích ứng da và dịu da khi bị mụn. giảm mụn ẩn",20/03/2021,21:33,4,345800001,tác_dụng rõ_rệt dịu mụn,1
15246,4063,Sử dụng tốt nên mua nha cả nhà,25/09/2024,17:40,5,248700105,,1
15247,1202,"Sản phẩm hỏng ngay khi nhận, không đáng mua.",28/04/2022,18:36,1,253900006,hỏng,0
15248,1979,Kiềm dầu tốt nâng tone nhẹ,11/1/2023,7:34,5,422207413,nâng nhẹ,1
15249,107,"Ko kích ứng, dịu nhẹ nhưng vẫn có cảm giác nhờn trên da, nên sẽ đổi loại khác",6/10/2019,10:08,5,204900004,ứng_dịu nhẹ cảm_giác đổi,1
15250,565,"Về hasaki :Giao hàng nhanh chóng với đội ngũ tư vấn dễ thương , nhiệt tình , sản phẩm thì được gói kĩ càng . Đúng cho ta tin tưởng mà đặt hàng ở đây ❤️ Còn sản phẩm thì theo mình thấy nó rất tốt để sd cho những ai da dầu vì nó kiềm dầu siêu đỉnh luôn , gây cảm giác thoải mái khi Apply lên nhưng khó 1 cái là cách tát sp lên da ,gây dễ vón cục nhưng nhưng tóm lại mình cực siêu thích sp này !",7/2/2020,7:17,5,204900013,chóng_chóng dễ_thương gói kĩ đặt_hàng yêu sản_phẩm kiềm siêu_đỉnh cảm_giác apply cái_là tát sản_phẩm vón_cục siêu_thích,1
15251,1345,"9.5/10 nha da mình hỗn hợp thiên dầu, có mụn không nhiều lắm, thâm, lỗ chân lông to và thường xuyên bị kích ứng mỹ phẩm mình dùng sản phẩm được 1 tuần, tuy không quá thần thánh nhưng thật sự ""nghe được sự thở phào"" của làn da. Cấp ẩm ổn, sáng không bị chảo dầu (dù mình không dùng thêm bước gì khác ngoài rửa mặt và thoa serum này)...lcl se được xíu, cảm giác da khỏe lên hằng ngày. Rất dịu nhẹ, da có độ căng nhẹ, mùi hương dễ chịu.....không có tác dụng giảm mụn nha Mình sẽ dùng thử trọn bộ sản phẩm của madagasca xem sao",12/8/2020,22:10,5,422211878,hỗn_hợp không_nhiều chân_lông kích_ứng mỹ_phẩm tuần_không_quá thần_thánh thở_phào rửa lcl xíu khỏe dịu nhẹ căng nhẹ dễ_chịu tác_dụng thử trọn,1
15253,622,"Dã dùng nhiều loại khác nhau, ưng nhất e này",16/12/2021,21:19,5,207500007,ưng,1
15254,1021,Sử dụng dễ dàng thoải mái thư giãn tột độ,2/5/2023,14:37,5,308500013,dễ_dàng,1
15255,140,"Mình dùng kb bn tuýp r ý. Rửa xong ko bị kiểu sạch kin kít, vẫn giữ ẩm trên da, mình ko cần toner để cân bằng pH nữa. Ngon bổ rẻ lun",6/6/2023,23:03,5,211300007,tuýp ý_rửa ẩm cân_bằng bổ rẻ,1
15256,2378,"Sử dụng mát, dễ chịu và hiệu quả sau 1 tuần sử dụng❤️❤️❤️",29/04/2023,16:07,5,308500013,mát dễ_chịu hiệu_quả,1
15257,140,"Làm dịu da mụn sưng đỏ cực tốt nha. Mng nên thử, mình dùng 1-2 miếng thấy ok quá nên mua cả hộp luôn :3",19/09/2024,12:46,5,308500015,dịu đỏ cực thử đồng_ý,1
15258,2029,"Mua vì thấy bao bì đẹp và nhiều người review, để dùng thử rồi quay lại đánh giá sau",27/10/2022,11:50,5,422203145,bì_đẹp review thử,1
15259,2589,"dùng da sáng với đều màu nhanh, nhẹ dịu, k bị kích ứng hay bết da gì cả, nói chung rất thích luôn",21/03/2021,14:40,5,358300002,nhẹ dịu không_bị_kích_ứng khô_bết,1
15260,1552,Đắp vào thấy mât mát,1/5/2023,22:48,5,422204659,đắp mát,1
15261,3293,"Thật bất ngờ, dùng êm hơn loại xanh dương cơ bản luôn",12/11/2021,20:20,5,100230070,êm,1
15262,1022,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",2/5/2023,15:07,5,308500004,dễ_dàng thoải_mái,1
15263,1580,"Xài trị mụn rất tốt, mik xài cỡ 2 năm r. Da mik xài bao nhiêu trị mụn hàng ngoại vẫn ko hết mà xài loại này lại đỡ mụn hẳn. Ngày xưa da mik mụn nhiều lộm cộm trên mặt, đốm nổi lên trông mất thẩm mỹ mà dùng cái này hiệu quả nhanh chỉ cần 1 tuýp đã thấy sự thay đổi rõ rệt. Tuy nhiên ko trị thâm hiệu quả mik pk mua sp khác trị thâm",11/8/2024,21:13,5,422208181,xài trị xài xài mụn ngoại không_hết xài đỡ mụn mụn đốm nổi trông thẩm_mỹ tuýp đổi không_trị sản_phẩm trị thâm,1
15264,1477,"sp xài ổn hơi khô da, nên xài kèm dưỡng ẩm, mình hay sd size 50ml đã mua xài lại nhiều lần",19/09/2021,19:35,5,204900128,xài ổn khô xài ẩm xài,1
15265,190,Trên web để được tặng bông tẩy trang nhưng ord thì hông có ạ huhu,4/8/2022,0:59,4,422211446,tặng,1
15266,1303,Mình xài sản phẩm này gần 1/3 mà vẫn ko thấy tác dụng gì. Lên đọc review của mọi ngừoi thì có vẻ ai cũng bị giống mình. Không khuyến khích mua,13/06/2022,23:20,1,253900004,xài không_thấy tác_dụng đọc,0
15267,1054,đỉnh,7/8/2024,1:46,5,422204904,,1
15268,189,"Chai thứ 3 mình mua tại Hasaki, theo cảm nhận của mình thì mình thích dùng loại này vì nó hợp với da mình, sau khi tẩy trang da vẫn còn đó ẩm",4/8/2022,20:49,5,205100137,hợp tẩy,1
15269,2602,"Tốt, tiết kiệm so với bông tẩy trang khác",29/12/2016,1:41,5,100230069,tiết_kiệm,1
15270,3653,mùi dễ chịu giảm mụn,22/11/2023,13:35,5,100220009,dễ_chịu,1
15271,2347,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",1/5/2023,12:49,5,204100019,ổn,1
15272,624,Mới dùng 1 bông mà đã rát mặt rồi,17/11/2021,1:04,5,422203809,rát,1
15273,1271,Dễ thươnggg,2/4/2023,7:45,5,422207729,,1
15274,2359,"Sử dụng dễ dàng, rất thoải mái.",30/04/2023,17:21,5,422205164,dễ_dàng thoải_mái,1
15275,709,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",28/04/2023,10:15,5,308500037,dễ_dàng thoải_mái,1
15276,2404,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",27/04/2023,12:54,5,308500009,dễ_dàng thoải_mái,1
15277,1154,"Mình xài bản này thấy mùi hắc, không dịu. Xài xong bị đỏ vs có cảm giác châm chích, rát. hic hic. Lâu nay xài bản cũ hong sao, tưởng bản mới cũng vậy. ai ngờ :((",7/11/2022,21:39,4,200900037,xài xài đỏ châm chích rát xài cũ hồng_tưởng ngờ,1
15278,3660,sản phẩm sẽ phù hợp vs boby nhiều hơn là da mặt do hạt khá thô nên cân nhắc đối với ai thuộc da nhạy cảm,21/11/2022,8:44,3,100220037,thô cân_nhắc,0
15279,686,"mùi hương dễ chịu, làm mát nhanh ,gia thành ổn",30/04/2023,11:19,5,422206537,mát_chóng thành ổn,1
15280,2676,"Có miếng mỏng, miếng dày. Ko dc mềm cho lắm, xài đôi khi rát mặt. Nhma với giá rẻ như v là quá ok r",22/07/2021,13:32,4,422203809,miếng dày mềm xài rát nhma rẻ đồng_ý,1
15281,2028,"Ố là la, dùng chai này thấy nâng tông nhẹ nhàng tự nhiên, thích hợp cho mấy bà đi học nè",14/11/2022,21:37,5,249500027,ố nâng nhẹ_nhàng thích_hợp đi học,1
15282,115,Dạ mua trực tiếp ngoài cửa hàng có dc tặng kem chống nắng k ạ,4/7/2024,14:26,5,422206648,tặng chống,1
15283,1059,Tẩy trang sạch lắm mà có một điểm trừ là cay mắt lắm,25/02/2024,22:27,5,422204910,sạch trừ,1
15284,1197,Sau một thời gian sd e này thì mình quay lại recomment cho M.n đây sp rất phù hợp vs làn dầu da mụn của mình luôn ý sạch nhẹ nhàng mà k căng nó còn giúp da mình giảm mụn mà còn sáng lên chút chút nửavs bớt đổ dầu .Các bạn đã dầu mụn nên tham khảo nha,21/07/2021,13:01,5,422218283,sản_phẩm sạch không_căng giúp mà_còn bớt đổ mụn,1
15285,305,Good,13/01/2021,21:17,5,422211446,,1
15286,666,Sp rất tốt mình rata hay dùng,4/5/2023,20:31,5,100230056,khô,1
15287,1745,"Chất lượng chỉ ở mức trung bình, không đặc biệt như mong đợi.",10/7/2022,11:16,2,308500013,bình không_đặc_biệt đợi,0
15288,2206,"khuyên nên mua loại chanh í, môi dù có khô, nứt đến bao nhiêu thì qua một đêm cũng căng hồng hào như chưa từng khô bao giờ luôn á, nên mua nha",2/5/2021,11:07,5,422218746,khuyên khô nứt nhiêu căng hồng_hào khô,1
15289,3604,Mình cực kì thích mặt nạ môi này luôn á. Bôi vào sáng dậy môi mịn đã gì đâu luôn.,3/8/2021,14:42,5,225200013,cực_kì mặt_nạ á_bôi dậy mịn,1
15290,1612,nhỏ hơn mình nghĩ,14/05/2022,10:55,5,327500002,,1
15292,1376,"sp tốt, dùng không bị bết, thấm nhanh",30/12/2022,11:20,5,422200305,bết,1
15293,358,"Da mình cực nhạy cảm mà dùng kcn này k bị kích ứng, ko cay mắt luôn, kiềm dầu tốt. Điểm trừ duy nhất là khó tẩy trang cực kì :)",31/07/2021,19:15,4,213300094,nhạy_cảm chống ứng_không_mắt trừ,1
15294,1375,"mới dùng sẽ hơi rác và nóng, hương liệu có mùi nồng",3/1/2023,15:12,4,422220469,hơi nồng,1
15295,3698,"Mới mua và dùng thử xem có ok hem, ok thì mới cho 5 seo nhaa",19/03/2023,22:07,4,201600182,thử đồng_ý,1
15296,4120,Tẩy da chết cho body và mặt đều rất ổn thơm,18/11/2023,15:39,5,422207812,chết ổn thơm,1
15297,410,"Sản phẩm tốt Dùng cho da mụn , da nhạy cảm",11/4/2023,15:08,5,422208976,,1
15298,1650,Chất kem hơi đặc thích hợp da khô nhạy cảm ko phù hợp da dầu,17/05/2023,9:48,4,318900005,đặc_thích hợp khô nhạy_cảm,1
15299,1616,mình sử dụng 3 ngày thấy mụn giảm hẵn. những mụn ẩn li ti giảm rõ rệt khi sử dụng .,27/03/2022,10:22,5,422208181,mụn,1
15300,2451,Mặt nạ này lần đầu sử dụng mà da đã thật. Cứ sợ bị dị ứng ☺️. Làm liều mua về đắp thử xem ai ngờ công dụng,14/04/2020,22:13,5,422205162,sợ dị_ứng cười liều đắp thử ngờ,1
15301,2288,Không biết phải da quá lì không nhưng k thấy hiệu quả mấy . Được cái thấm nhanh ít nhờn rít,31/05/2022,14:38,4,223600032,lì_không_nhưng không_thấy hiệu_quả rít,1
